Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","001","World","5510","Production","01322","Lemons and limes","1961","1961","t","2619738","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01322","Lemons and limes","1971","1971","t","3908247","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01322","Lemons and limes","1981","1981","t","5913830","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01322","Lemons and limes","1991","1991","t","7640287.19","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01322","Lemons and limes","2001","2001","t","11529698.47","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01322","Lemons and limes","2011","2011","t","15061568.98","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01322","Lemons and limes","2021","2021","t","21450912.46","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01323","Oranges","1961","1961","t","15971472","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01323","Oranges","1971","1971","t","26374225","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01323","Oranges","1981","1981","t","39680301","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01323","Oranges","1991","1991","t","50857144.7","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01323","Oranges","2001","2001","t","58850341.61","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01323","Oranges","2011","2011","t","67952557.78","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01323","Oranges","2021","2021","t","67761055.16","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01324","Tangerines, mandarins, clementines","1961","1961","t","2840347","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01324","Tangerines, mandarins, clementines","1971","1971","t","6098186","A","Official figure",""
"QCL","Crops and livestock products","001","World","5510","Production","01324","Tangerines, mandarins, clementines","1981","1981","t","8644669","A","Official figure",""
"QCL","Crops and livestock products","001","World","5510","Production","01324","Tangerines, mandarins, clementines","1991","1991","t","14975216.14","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01324","Tangerines, mandarins, clementines","2001","2001","t","22439953.76","E","Estimated value",""
"QCL","Crops and livestock products","001","World","5510","Production","01324","Tangerines, mandarins, clementines","2011","2011","t","32188922.55","A","Official figure",""
"QCL","Crops and livestock products","001","World","5510","Production","01324","Tangerines, mandarins, clementines","2021","2021","t","50505742.95","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01322","Lemons and limes","1961","1961","t","161210","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01322","Lemons and limes","1971","1971","t","220966","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01322","Lemons and limes","1981","1981","t","271555","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01322","Lemons and limes","1991","1991","t","653958.13","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01322","Lemons and limes","2001","2001","t","687154.14","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01322","Lemons and limes","2011","2011","t","1121869.15","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01322","Lemons and limes","2021","2021","t","1892453.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01323","Oranges","1961","1961","t","1609274","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01323","Oranges","1971","1971","t","2726325","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01323","Oranges","1981","1981","t","3213358","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01323","Oranges","1991","1991","t","4579121.25","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01323","Oranges","2001","2001","t","5193371.75","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01323","Oranges","2011","2011","t","8031820.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01323","Oranges","2021","2021","t","10054741.63","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","1961","1961","t","211876","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","1971","1971","t","451965","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","1981","1981","t","547741","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","1991","1991","t","776199.43","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","2001","2001","t","1176494.59","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","2011","2011","t","2097946.48","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01324","Tangerines, mandarins, clementines","2021","2021","t","3593830.28","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1961","1961","t","978170","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1971","1971","t","1661609","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1981","1981","t","2828995","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","1991","1991","t","3255932.16","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2001","2001","t","5613176.02","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2011","2011","t","6757204.34","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01322","Lemons and limes","2021","2021","t","8893530.06","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1961","1961","t","8768532","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1971","1971","t","14898035","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1981","1981","t","25900159","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","1991","1991","t","31810968.1","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2001","2001","t","36693194.49","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2011","2011","t","36644732.07","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01323","Oranges","2021","2021","t","29654761.44","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01324","Tangerines, mandarins, clementines","1961","1961","t","808260","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01324","Tangerines, mandarins, clementines","1971","1971","t","1402424","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01324","Tangerines, mandarins, clementines","1981","1981","t","1843235","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01324","Tangerines, mandarins, clementines","1991","1991","t","1947215.07","E","Estimated value",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01324","Tangerines, mandarins, clementines","2001","2001","t","3280727.35","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01324","Tangerines, mandarins, clementines","2011","2011","t","3391018.73","A","Official figure",""
"QCL","Crops and livestock products","019","Americas","5510","Production","01324","Tangerines, mandarins, clementines","2021","2021","t","4817696.83","A","Official figure",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01322","Lemons and limes","1961","1961","t","687196","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01322","Lemons and limes","1971","1971","t","953889","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01322","Lemons and limes","1981","1981","t","1296207","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01322","Lemons and limes","1991","1991","t","2260586.81","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01322","Lemons and limes","2001","2001","t","3421722.93","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01322","Lemons and limes","2011","2011","t","5824782.64","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01322","Lemons and limes","2021","2021","t","8964608.51","A","Official figure",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01323","Oranges","1961","1961","t","2419249","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01323","Oranges","1971","1971","t","4615557","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01323","Oranges","1981","1981","t","5748827","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01323","Oranges","1991","1991","t","8258566.23","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01323","Oranges","2001","2001","t","10439112.17","A","Official figure",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01323","Oranges","2011","2011","t","16586817.83","A","Official figure",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01323","Oranges","2021","2021","t","21011645.25","A","Official figure",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01324","Tangerines, mandarins, clementines","1961","1961","t","1502499","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01324","Tangerines, mandarins, clementines","1971","1971","t","3489483","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01324","Tangerines, mandarins, clementines","1981","1981","t","5014762","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01324","Tangerines, mandarins, clementines","1991","1991","t","10276323.23","E","Estimated value",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01324","Tangerines, mandarins, clementines","2001","2001","t","15322005","A","Official figure",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01324","Tangerines, mandarins, clementines","2011","2011","t","23363717.31","A","Official figure",""
"QCL","Crops and livestock products","142","Asia","5510","Production","01324","Tangerines, mandarins, clementines","2021","2021","t","38735669.77","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01322","Lemons and limes","1961","1961","t","771960","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01322","Lemons and limes","1971","1971","t","1036738","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01322","Lemons and limes","1981","1981","t","1461167","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01322","Lemons and limes","1991","1991","t","1432297","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01322","Lemons and limes","2001","2001","t","1765213","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01322","Lemons and limes","2011","2011","t","1319032.1","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01322","Lemons and limes","2021","2021","t","1626457.7","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01323","Oranges","1961","1961","t","2991178","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01323","Oranges","1971","1971","t","3803855","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01323","Oranges","1981","1981","t","4379558","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01323","Oranges","1991","1991","t","5741166","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01323","Oranges","2001","2001","t","5964373","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01323","Oranges","2011","2011","t","6387192.07","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01323","Oranges","2021","2021","t","6592668.95","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01324","Tangerines, mandarins, clementines","1961","1961","t","305035","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01324","Tangerines, mandarins, clementines","1971","1971","t","729862","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01324","Tangerines, mandarins, clementines","1981","1981","t","1198439","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01324","Tangerines, mandarins, clementines","1991","1991","t","1917459.4","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01324","Tangerines, mandarins, clementines","2001","2001","t","2572800","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01324","Tangerines, mandarins, clementines","2011","2011","t","3230423.2","A","Official figure",""
"QCL","Crops and livestock products","150","Europe","5510","Production","01324","Tangerines, mandarins, clementines","2021","2021","t","3181758.8","A","Official figure",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01322","Lemons and limes","1961","1961","t","21202","A","Official figure",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01322","Lemons and limes","1971","1971","t","35045","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01322","Lemons and limes","1981","1981","t","55906","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01322","Lemons and limes","1991","1991","t","37513.09","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01322","Lemons and limes","2001","2001","t","42432.38","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01322","Lemons and limes","2011","2011","t","38680.74","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01322","Lemons and limes","2021","2021","t","73862.99","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01323","Oranges","1961","1961","t","183239","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01323","Oranges","1971","1971","t","330453","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01323","Oranges","1981","1981","t","438399","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01323","Oranges","1991","1991","t","467323.12","A","Official figure",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01323","Oranges","2001","2001","t","560290.2","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01323","Oranges","2011","2011","t","301995.41","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01323","Oranges","2021","2021","t","447237.89","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01324","Tangerines, mandarins, clementines","1961","1961","t","12677","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01324","Tangerines, mandarins, clementines","1971","1971","t","24452","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01324","Tangerines, mandarins, clementines","1981","1981","t","40492","A","Official figure",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01324","Tangerines, mandarins, clementines","1991","1991","t","58019","A","Official figure",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01324","Tangerines, mandarins, clementines","2001","2001","t","87926.82","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01324","Tangerines, mandarins, clementines","2011","2011","t","105816.83","E","Estimated value",""
"QCL","Crops and livestock products","009","Oceania","5510","Production","01324","Tangerines, mandarins, clementines","2021","2021","t","176787.27","E","Estimated value",""
